Month,City,Street,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Amount_invested_monthly,Credit_Score,Has_Payday_Loan,Has_Credit_Builder_Loan,Has_Not_Specified_Loan,Has_Home_Equity_Loan,Has_Mortgage_Loan,Has_Personal_Loan,Has_Student_Loan,Has_Debt_Consolidation_Loan,Has_Auto_Loan,Has_Missing_Loan
Unknown,Standhampton,Unknown,21.0,Journalist,51477.8,4130.816667,3.0,5.0,8.0,2.0,18.333333333333332,14.333333333333334,15.84,7.0,Standard,478.1700000000001,37.58848131,17.916666666666668,Yes,227.9178882,2,1,0,0,0,0,0,1,0,0,0
August,Lonton,Oxford Street,41.66666666666667,Lawyer,99520.5,8479.375,3.0,1.0,8.666666666666666,3.0,8.0,8.333333333333332,4.886666666666667,5.0,_,547.21,36.16627999333333,16.666666666666668,NM,147.56351639999997,3,0,0,1,1,0,0,0,1,0,0
June,Standhampton,Pine Street,22.0,Teacher,73665.33,6080.7775,7.333333333333333,4.0,6.0,1.0,18.0,16.0,8.69,6.0,_,794.92,31.18085938666667,19.083333333333332,NM,192.03065399999997,2,0,0,0,0,0,1,0,0,0,0
July,Unknown,Memory Street,18.0,Architect,38444.70999999999,1561.25,4.333333333333334,3.0,8.666666666666666,1.333333333333333,13.666666666666666,14.333333333333334,14.149999999999999,4.666666666666667,Standard,1814.83,24.80295361,10.166666666666666,Yes,204.7434311,2,0,0,0,0,0,0,0,0,0,1
January,Standhampton,Jubilee Street,19.0,Journalist,20800.880000000005,2255.345972,10.0,10.0,28.333333333333336,7.0,24.0,23.0,13.666666666666666,11.0,Bad,2850.2,29.395580903333336,4.194444444444446,Yes,123.69457797333337,2,1,1,0,1,0,1,0,0,1,0
August,Standhampton,Imperial Street,44.0,Unknown,29275.541666666642,5689.138889,3.0,5.0,20.0,4.0,9.0,19.0,2.200000000000001,4.0,Standard,799.07,32.36903798,17.0,NM,30.127641519999997,2,0,1,0,1,0,0,1,0,1,0
August,BadShire,South Street,45.0,Farmer,51200.45999999999,3582.4002776666666,7.0,9.0,22.0,6.0,48.0,22.0,8.15,7.0,_,4126.76,34.75297068,13.416666666666666,Yes,90.58049704000001,1,0,0,0,0,0,0,0,0,0,1
March,Standhampton,New Street,38.0,Teacher,15108.070000000022,3248.372639,9.333333333333332,10.0,24.0,5.0,29.0,15.0,25.506666666666668,12.0,Bad,3650.33,30.20119016,5.916666666666668,Yes,134.60277857,2,0,1,1,0,0,1,1,0,1,0
January,Lonton,Downing Street,36.333333333333336,Entrepreneur,59622.87666666665,5059.239721999999,8.0,3.0,1.0,4.0,23.0,13.000000000000002,3.0700000000000003,0.0,Good,957.62,32.48242841,19.416666666666668,No,101.4835046,3,0,0,1,1,0,0,1,0,0,0
June,Unknown,Grove Street,26.0,Journalist,22709.940000000002,2057.495,6.0,7.0,13.0,4.0,7.000000000000002,10.666666666666664,9.59,3.0,_,994.73,36.792097733333335,21.75,No,122.88274633000003,2,0,1,0,1,1,0,0,1,0,0
March,BadShire,King Street,19.0,Unknown,81338.16,6642.18,9.0,6.333333333333333,33.0,5.666666666666667,60.0,12.0,19.26,12.0,Bad,3609.3033333333333,32.15052838,13.0,Yes,73.17213387999999,1,0,1,0,0,1,1,0,1,1,0
August,Lonton,Fleet Street,40.0,Journalist,29746.63333333333,2909.118333,0.0,4.0,9.0,4.0,8.333333333333334,10.0,5.87,2.6666666666666665,Good,1390.26,26.68083583,28.416666666666668,No,80.74964132999997,3,0,1,1,0,1,0,1,0,0,0
May,Lonton,Penny Lane,42.0,Lawyer,37570.83,3081.9025,1.666666666666666,2.0,7.0,0.0,12.0,11.0,2.170000000000001,4.0,Good,1194.37,37.1854072,28.166666666666668,No,405.6953802,3,0,0,0,0,0,0,0,0,0,1
July,Standhampton,Imperial Street,37.666666666666664,Teacher,32033.290000000008,2372.056528,5.0,3.0,5.0,4.0,19.0,13.000000000000002,3.9333333333333336,5.0,Standard,940.5,31.15066049,20.166666666666668,No,141.37094129999997,2,0,0,0,0,0,0,0,0,0,1
Unknown,BadShire,Fleet Street,26.0,Teacher,108088.55333333332,7048.515,6.0,7.0,19.0,4.0,14.0,15.0,10.66,8.0,_,1369.9833333333333,26.66418612,31.333333333333332,Yes,210.56253850000002,1,0,0,0,1,0,1,1,1,0,0
February,BadShire,Oak Street,32.666666666666664,Student,122760.66,10422.055,3.3333333333333335,4.0,7.999999999999999,3.0,25.0,9.0,11.66,3.0,Good,858.2333333333333,26.57995202,17.333333333333332,No,256.34364732333336,1,0,1,0,0,0,0,0,1,1,0
February,Standhampton,Imperial Street,48.0,Architect,25376.72999999998,2387.7275,5.0,7.0,20.0,2.6666666666666665,11.0,10.0,3.6366666666666667,2.0,_,400.25,38.60388849,19.666666666666668,Yes,260.6025637,2,1,0,0,0,0,1,0,0,0,0
January,Standhampton,New Street,23.0,Architect,88905.0,4971.0650000000005,5.333333333333333,7.0,13.666666666666666,2.6666666666666665,10.0,11.333333333333332,7.6433333333333335,5.666666666666667,Standard,971.83,28.16502874,30.916666666666668,NM,106.91713090000002,2,0,0,0,0,1,0,0,1,0,0
July,Standhampton,Quality Street,23.0,Architect,88133.16,7147.43,2.0,4.0,6.0,0.0,15.0,5.0,9.5,1.6666666666666665,_,1073.99,35.00378013,21.666666666666668,No,78.41857348000002,2,0,0,0,0,0,0,0,0,0,1
January,BadShire,Queen Street,36.0,Artist,14061.550000000003,4239.775555333334,7.0,9.0,29.0,8.0,57.0,18.0,5.43,8.333333333333334,Bad,1539.53,32.05078547,13.222222222222223,Yes,147.79890410000002,1,1,1,1,0,1,0,1,1,0,0
Unknown,BadShire,Unknown,53.0,Mechanic,85023.9,7109.325,2.0,6.0,7.000000000000001,2.0,22.0,1351.6666666666665,4.38,4.0,Good,1342.78,36.98951359,27.444444444444443,No,318.00570573333334,1,0,1,0,0,1,0,0,0,0,0
March,Standhampton,Imperial Street,42.0,Architect,29264.103333333333,7595.943887666666,5.0,5.0,5.0,2.0,5.0,6.0,10.37,4.0,_,58.36999999999989,37.969481656666666,28.0,NM,98.04547169,2,0,0,0,1,0,0,1,0,0,0
May,BadShire,Memory Street,16.0,Teacher,74956.2,6151.35,9.0,7.0,29.0,6.0,42.33333333333333,22.0,24.9,11.0,_,4942.19,29.52752272,6.416666666666668,Yes,174.9716931433333,1,1,0,0,1,0,0,1,1,0,0
April,Standhampton,Old Street,31.666666666666668,Teacher,17286.509999999995,1308.5425,3.0,4.666666666666667,11.666666666666666,1.0,6.0,17.0,11.71,3.0,Standard,757.38,28.02118621,23.916666666666668,No,33.47511408999998,2,0,0,0,0,0,0,0,0,1,0
February,Standhampton,Grove Street,35.666666666666664,Journalist,10156.330000000002,755.3608332999997,6.0,8.0,20.0,8.0,25.0,19.0,28.759999999999998,12.0,_,4345.51,22.81349916,8.472222222222221,Yes,52.08910837000002,2,1,0,1,0,0,1,0,0,0,0
June,Standhampton,Grove Street,43.0,Journalist,36106.79999999999,5233.359722,8.0,6.0,15.0,7.0,21.0,16.0,18.95,8.0,Standard,847.46,38.29637558,12.5,Yes,193.40905809999998,2,1,1,0,0,1,1,0,0,1,0
April,BadShire,Oak Street,49.0,Writer,16204.64,1596.3866670000002,5.0,5.0,7.0,1.333333333333333,14.0,17.0,8.97,3.0,Good,83.90000000000009,30.0624822,21.333333333333332,No,134.9201135,1,0,0,1,0,0,0,0,0,0,0
April,BadShire,King Street,18.0,Cleaner,40228.80999999998,5721.726667,10.0,8.0,18.0,4.0,37.0,16.0,2.9400000000000004,12.0,Bad,2474.96,23.88517094,11.083333333333334,Yes,119.80483525,1,0,0,0,0,0,0,0,0,0,1
August,BadShire,Queen Street,45.0,Writer,50733.17999999999,4152.475555666667,9.0,8.0,34.0,3.0,32.0,12.0,11.763333333333334,11.666666666666668,Standard,2065.7433333333333,33.41604232,11.972222222222223,Yes,135.07118859999997,1,0,0,1,0,1,1,0,0,0,0
June,Standhampton,High Street,20.0,Journalist,14455.149999999994,2303.1422223333334,5.666666666666667,5.0,10.0,0.0,12.333333333333334,17.0,6.3,4.0,Standard,1028.5,36.42999447,28.555555555555557,Yes,106.4171265,2,0,0,0,0,0,0,0,0,0,1
July,Standhampton,Pine Street,39.333333333333336,Journalist,25145.36,2047.4466669999997,3.0,3.0,18.0,2.0,11.0,7.666666666666668,14.2,0.0,_,736.2266666666667,32.64156784666667,32.583333333333336,NM,36.46021331999992,2,1,0,1,0,0,0,0,0,0,0
August,BadShire,River Street,28.333333333333332,Farmer,30036.345,1589.5515600000003,10.0,9.0,27.0,8.0,36.0,18.0,2.62,8.0,Bad,2200.96,33.94099367,7.027777777777779,Yes,69.81047999000003,1,0,1,0,1,1,1,0,0,1,0
August,Unknown,Jubilee Street,19.0,Journalist,97640.4,8034.699999999999,5.0,3.333333333333333,6.0,4.0,19.0,14.0,9.86,7.666666666666667,Standard,1995.8333333333333,25.91202308,23.61111111111111,Yes,356.4875127,2,0,0,0,0,0,0,0,0,0,1
May,Unknown,South Street,28.0,Musician,61938.106666666674,6100.198333,4.0,6.0,3.333333333333334,0.0,15.0,7.0,5.29,2.0,Good,972.14,37.34912395,24.916666666666668,No,92.8341043866667,1,0,0,0,0,0,0,0,0,0,1
May,Standhampton,Imperial Street,20.0,Journalist,16799.320000000007,1216.9433329999997,8.0,9.0,33.0,6.0,21.0,17.0,25.87,10.0,_,3728.293333333333,36.21013429,5.222222222222221,Yes,73.93333367999998,2,0,0,1,0,1,0,0,1,0,0
January,Standhampton,New Street,21.0,Journalist,98828.92,2949.8161111,5.0,5.0,7.0,0.0,5.0,9.333333333333332,7.66,3.3333333333333335,Standard,821.41,30.98813118,21.27777777777778,Yes,142.99580629999997,2,0,0,0,0,0,0,0,0,0,1
May,BadShire,Fleet Street,17.666666666666664,Architect,20188.33,1398.3608330000002,7.0,10.0,30.0,6.0,59.333333333333336,20.666666666666668,12.67,14.0,Bad,2412.24,25.54190772,9.027777777777777,NM,119.89576468333331,1,1,1,0,0,0,0,1,0,0,0
March,BadShire,Unknown,26.0,Cleaner,15004.579999999987,1685.229167,6.0,7.0,7.0,2.0,27.0,18.0,11.576666666666666,10.0,Standard,1763.2833333333333,28.39661964,18.72222222222222,Yes,40.49417032000002,1,1,0,0,0,0,0,0,1,0,0
August,Standhampton,Abbey Drive,54.0,Scientist,15904.850000000006,1085.4041670000006,3.666666666666667,5.0,1.0,4.0,4.0,5.666666666666664,6.34,2.0,Good,1377.16,36.85027487,20.333333333333332,NM,62.13320813333337,2,0,1,1,0,0,0,1,1,0,0
June,Lonton,Pine Street,40.0,Teacher,30509.399999999994,2321.45,5.0,5.0,8.0,4.0,32.0,7.333333333333332,13.95,6.0,Standard,1496.06,29.34533217,20.25,NM,155.3235986166667,3,0,0,1,0,1,0,0,1,0,0
February,Standhampton,Unknown,36.333333333333336,Teacher,78809.88,4041.018889,8.0,4.0,6.0,3.0,17.0,11.0,9.986666666666666,7.0,_,557.0633333333334,34.97347415,20.166666666666668,NM,513.5645738,2,1,0,0,0,0,1,1,0,0,0
February,Standhampton,New Street,36.0,Unknown,9853.854999999996,720.1545833,8.0,10.0,22.0,6.0,52.0,16.0,26.869999999999997,9.666666666666668,Bad,2763.66,37.8261172,11.833333333333334,Yes,116.46147315999997,2,1,0,1,1,0,0,0,0,1,0
Unknown,BadShire,Park Street,30.666666666666664,Mechanic,53579.55,2915.856944333333,10.0,7.0,22.0,2.6666666666666665,14.0,17.666666666666668,18.64,11.0,Standard,2322.34,33.849973,7.833333333333332,Yes,49.79543382999998,1,0,0,0,0,0,1,0,1,0,0
June,Standhampton,Jubilee Street,29.0,Teacher,797012.9333333335,943.5437500000003,6.333333333333333,6.0,18.0,1.333333333333333,14.333333333333334,18.0,14.0,1.0,Standard,498.68000000000006,26.37501401,22.333333333333332,Yes,95.70111113000002,2,0,0,0,0,1,0,0,0,0,0
June,Standhampton,High Street,35.666666666666664,Teacher,68898.56,5549.546667,9.0,5.666666666666667,23.0,8.0,16.0,15.0,25.156666666666666,8.0,Bad,3234.47,35.43675798,0.8333333333333321,Yes,191.63503559999998,2,1,1,1,1,0,0,0,1,1,0
February,Lonton,Penny Lane,25.0,Lawyer,15335.266666666663,1398.739583,1.0,4.0,11.0,4.0,5.0,5.666666666666664,9.56,3.0,_,1221.67,33.62981542,28.916666666666668,NM,31.462553819999926,3,1,0,0,0,0,1,0,1,1,0
Unknown,Standhampton,Memory Street,38.0,Teacher,25963.923333333325,1656.1466669000001,9.0,5.0,21.0,6.333333333333333,41.0,16.0,13.346666666666666,10.0,Bad,3276.46,23.40585172,8.666666666666666,Yes,348.8874011,2,1,0,0,1,1,1,1,0,0,0
March,Standhampton,Memory Street,28.0,Teacher,18995.540000000023,1487.961667,6.0,7.0,6.0,4.0,25.0,15.0,19.16,8.0,Standard,1847.3166666666666,27.54615038,19.083333333333332,Yes,10000.0,2,0,0,1,1,0,0,1,1,0,0
July,Standhampton,New Street,28.333333333333332,Unknown,58739.82000000001,2034.6350001,6.0,6.0,28.0,5.0,24.0,20.0,0.6400000000000006,11.0,Bad,2603.366666666667,36.45386993666666,10.083333333333334,NM,112.22391783666666,2,0,0,0,1,0,1,0,1,1,0
March,Standhampton,Unknown,45.666666666666664,Architect,34593.98000000001,3060.831667,4.0,4.0,12.0,2.0,23.0,12.0,10.47,4.0,_,1047.67,28.01606641,29.75,No,47.959644449999985,2,0,0,0,0,1,0,0,0,0,0
March,Lonton,Market Street,32.0,Entrepreneur,2084929.1600000001,7167.455555333334,2.0,7.0,11.0,4.0,24.0,4.0,8.296666666666667,3.0,Good,443.31999999999994,26.08173985,16.0,No,397.7766338,3,1,0,0,1,0,0,0,1,1,0
March,Standhampton,Quality Street,25.333333333333332,Journalist,10300.895000000019,7902.626943333333,3.0,4.333333333333334,13.0,2.0,6.0,12.0,2.08,2.0,Standard,508.09333333333336,26.5878147,21.666666666666668,No,24.137311489999945,2,0,0,1,0,0,0,0,1,0,0
June,BadShire,King Street,32.0,Farmer,38698.64,3335.886667,7.0,6.0,16.0,7.0,32.0,17.0,3.1799999999999997,8.666666666666666,_,1371.12,24.0654339,9.75,Yes,100.64241420000002,1,0,0,1,1,1,1,0,1,0,0
July,Lonton,Fleet Street,41.0,Teacher,86957.85,6769.936269,5.0,3.0,20.0,0.0,16.0,8.666666666666666,4.390000000000001,5.0,_,1052.7533333333333,23.61205593,26.916666666666668,No,615.7516776,3,0,0,0,0,0,0,0,0,0,1
June,BadShire,Grove Street,27.0,Architect,52691.51166666666,5305.143750000001,5.0,5.0,20.0,0.0,17.0,19.0,18.906666666666666,8.0,_,808.33,41.21032024,29.5,Yes,247.65378869999998,1,0,0,0,0,0,0,0,0,0,1
April,Standhampton,Jubilee Street,32.333333333333336,Teacher,57953.82000000001,4606.485,4.0,6.0,11.333333333333334,0.0,13.333333333333332,13.000000000000002,9.38,4.0,Standard,221.62000000000012,41.14155251,18.0,Yes,3440.1075156066663,2,0,0,0,0,0,0,0,0,0,1
August,Standhampton,Lombard Street,46.0,Artist,15655612.0,3384.065277766667,8.0,5.0,22.0,3.3333333333333335,28.0,2138.0,7.66,14.0,Bad,1709.48,32.073410446666664,15.11111111111111,Yes,49.02025545999999,2,1,1,1,0,1,0,0,0,1,0
June,Standhampton,Grove Street,22.0,Architect,28045.820000000007,2434.151667,7.0,7.0,6.0,7.0,23.0,6.0,15.28,7.333333333333334,Standard,324.35000000000014,31.31203002,15.0,Yes,161.99507444333335,2,1,0,0,1,1,0,0,1,1,0
July,Standhampton,Quality Street,35.666666666666664,Architect,57677.81000000001,6066.937223333334,4.666666666666667,5.0,11.0,3.0,1.0,10.0,2.4700000000000006,4.0,Good,227.12000000000012,30.11580835666667,22.166666666666668,NM,168.16805976666666,2,0,0,0,0,0,0,0,0,0,1
July,BadShire,Imperial Street,29.0,Unknown,14445.759999999995,2249.7193056666665,10.0,6.0,20.0,8.333333333333334,23.0,20.0,16.46,14.0,Bad,4146.12,33.11199987,3.444444444444443,Yes,111.654609,1,1,0,1,1,1,1,1,0,1,0
March,Standhampton,Grove Street,39.0,Journalist,23923.540000000008,1729.6283329999999,3.666666666666667,7.0,15.0,3.6666666666666665,16.0,14.0,11.46,1.0,_,877.44,29.75249516,28.583333333333332,NM,50.67603240666665,2,1,0,0,1,1,0,0,1,0,0
July,Standhampton,Old Street,40.333333333333336,Unknown,78208.96,2802.2644443333334,8.0,5.0,9.0,3.0,22.0,9.0,11.2,2.0,Standard,1419.42,27.27020462,33.166666666666664,No,181.76376762,2,0,0,0,0,0,1,0,1,1,0
May,Standhampton,Imperial Street,47.0,Architect,20161625.0,3953.978333,5.0,6.0,6.0,2.0,17.333333333333332,8.0,6.33,3.666666666666667,Standard,978.02,38.34967416,19.916666666666664,No,356.1919604,2,0,1,1,0,0,0,0,0,0,0
July,BadShire,Jubilee Street,32.0,Teacher,79837.02,6414.085,4.0,5.666666666666667,10.0,1.333333333333333,14.333333333333334,5.0,8.72,2.0,Good,585.77,39.08971626,32.75,NM,327.0710644,1,1,0,0,0,0,0,0,0,0,0
March,Lonton,Unknown,44.33333333333333,Media_Manager,166741.48,6160.927221000001,3.3333333333333335,5.0,14.0,2.6666666666666665,10.000000000000002,9.666666666666664,2.83,0.0,_,117.12000000000012,31.40697344,26.22222222222222,NM,254.94207379999997,3,1,1,0,0,0,0,0,0,0,0
March,Standhampton,Memory Street,36.0,Journalist,58936.36,2278.35,4.0,7.0,12.0,1.0,11.0,16.0,8.3,1.0,_,1109.03,30.51672326,21.583333333333332,Yes,127.1584403,2,0,0,0,0,0,1,0,0,0,0
February,BadShire,Lombard Street,25.666666666666668,Farmer,56157.03,3595.9411109999996,8.0,9.0,27.000000000000004,5.0,43.333333333333336,21.0,21.24,13.0,_,3077.8133333333335,30.599887436666666,12.416666666666666,Yes,94.78031706999997,1,1,0,1,1,0,0,0,0,0,0
April,BadShire,Grove Street,40.0,Teacher,11465.919999999998,4364.425277666667,7.0,5.0,11.0,5.666666666666667,17.0,8.0,7.35,7.0,Standard,1422.93,31.248428423333333,18.583333333333332,Yes,84.06715398,1,0,0,0,0,0,0,0,0,0,1
April,BadShire,Main Street,20.333333333333332,Cleaner,39674.323333333334,4432.63,7.0,7.0,27.0,5.0,12.0,15.0,8.06,7.0,_,2584.55,30.26822332,12.666666666666666,Yes,373.6336793,1,1,1,1,0,0,1,0,0,1,0
Unknown,Standhampton,North Street,41.0,Unemployed,19519.570000000007,2633.7030553333334,6.0,6.0,19.0,2.0,33.0,15.000000000000002,9.133333333333333,7.0,Bad,2225.18,38.71394168,18.333333333333332,NM,144.6163734,2,0,0,0,0,1,1,0,0,0,0
March,Standhampton,Grove Street,39.333333333333336,Teacher,55309.21000000001,5024.325,5.0,3.0,16.0,0.0,12.0,11.333333333333336,4.38,0.666666666666667,Standard,684.9000000000001,27.02598658,20.083333333333332,Yes,113.18459849999999,2,0,0,0,0,0,0,0,0,0,1
June,Standhampton,North Street,21.0,Mechanic,18925.440000000002,3434.4966723333337,6.666666666666666,9.0,29.0,6.0,27.0,14.0,6.14,10.0,Bad,2544.753333333333,26.72974909,8.666666666666668,Yes,128.7414145433333,2,0,1,0,1,1,0,1,0,0,0
July,Standhampton,Old Street,35.0,Journalist,32766.459999999992,2499.538333,3.0,6.0,9.0,3.0,30.0,13.000000000000002,7.27,4.666666666666667,Standard,521.1,31.33641778,17.166666666666668,Yes,74.41850072,2,0,0,0,0,0,0,0,0,0,1
March,Lonton,Abbey Drive,25.333333333333336,Lawyer,101590.79666666666,3447.970833,5.0,4.0,2.0,1.0,16.0,1.0,5.413333333333332,4.0,Good,1392.78,30.144510516666667,24.083333333333332,NM,298.5489926,3,0,0,0,0,0,0,0,1,0,0
May,Lonton,Oxford Street,34.0,Developer,40924.81,3469.400833,3.0,5.0,4.0,3.0,10.666666666666666,1.9999999999999964,10.243333333333334,0.0,Good,659.5933333333334,25.67376072,27.25,No,93.69739231,3,0,1,0,0,0,0,1,1,0,0
May,Lonton,Downing Street,20.0,Accountant,99161.82,2662.399444333333,3.0,6.0,8.0,1.333333333333333,7.000000000000002,9.0,1.83,3.0,Good,1159.42,35.7491094,26.583333333333332,No,127.87665669333336,3,0,0,0,0,0,0,0,0,0,1
April,Lonton,Market Street,38.333333333333336,Engineer,132537.24,10831.77,3.0,3.333333333333333,12.0,0.6666666666666665,12.0,4.333333333333336,0.6899999999999995,1.0,Good,382.03999999999996,33.29551126,24.27777777777778,NM,966.2252443,3,0,0,0,0,0,0,0,0,0,1
February,Lonton,Oxford Street,36.0,Accountant,112882.68,9684.89,5.0,1.0,8.666666666666666,3.3333333333333335,8.666666666666668,8.0,6.24,0.0,_,722.9,38.74397401,28.194444444444446,No,663.9647961,3,0,1,1,1,0,0,0,1,0,0
June,BadShire,River Street,29.0,Cleaner,20334.429999999993,4908.966944333333,3.666666666666667,6.0,21.0,3.0,15.0,11.999999999999998,10.79,12.0,Standard,1390.46,37.91850748,19.666666666666668,Yes,10000.0,1,0,0,1,0,0,1,0,0,0,0
March,Unknown,King Street,51.0,Farmer,148841.56,12696.46333,1.0,5.333333333333333,7.000000000000001,3.0,14.0,8.0,6.1899999999999995,7.0,_,408.86,29.34100069,16.416666666666668,No,996.1505864000001,1,0,0,1,1,0,0,0,0,1,0
May,Standhampton,Oxford Street,30.333333333333332,Accountant,17147.214999999997,1129.9345829999997,2.0,3.0,4.0,0.0,6.0,1.0,9.99,4.0,Good,5.7999999999999545,23.09881886,20.166666666666668,No,39.24443654999999,2,0,0,0,0,0,0,0,0,0,1
July,Standhampton,New Street,35.0,Unknown,19708.86,1435.4050000000002,6.0,5.0,9.0,3.0,33.0,12.666666666666666,11.11,2.6666666666666665,_,390.28999999999996,29.78361481,31.666666666666668,Yes,71.73569363666667,2,0,0,0,1,0,0,1,0,1,0
August,Lonton,Penny Lane,41.0,Engineer,35218.51999999999,3195.876667,2.0,2.0,3.0,2.0,7.000000000000002,12.0,4.03,0.0,_,961.92,23.13135888,24.166666666666668,No,216.6878248,3,0,1,0,1,0,0,0,0,0,0
April,Standhampton,Jubilee Street,26.0,Journalist,118236.03,6749.423889,4.0,5.0,8.0,1.0,13.0,1.9999999999999964,7.43,0.0,Good,699.62,33.71933365,23.416666666666668,No,76.02041851000001,2,0,0,0,0,0,0,0,0,0,1
April,Lonton,Baker Street,26.333333333333336,Engineer,88331.64,7463.969999999999,8.0,5.0,6.666666666666668,0.0,9.0,7.0,6.1,4.0,_,805.5099999999999,38.09135722,29.5,No,648.2750561,3,0,0,0,0,0,0,0,0,0,1
January,BadShire,Queen Street,34.333333333333336,Cleaner,15837.309999999998,1019.7758330000001,8.0,6.0,16.0,6.333333333333333,54.0,196.0,8.043333333333333,12.0,Bad,3034.05,28.077024673333334,14.0,Yes,80.91627724333335,1,1,0,1,0,0,1,0,1,0,0
January,Standhampton,High Street,37.0,Teacher,33632.720000000016,4249.047592,8.0,5.666666666666667,20.0,4.0,32.0,17.333333333333336,10.406666666666666,7.333333333333334,Standard,1323.08,32.4322981,22.25,No,116.61584119333332,2,0,0,1,1,0,0,0,1,0,0
March,Lonton,Memory Street,45.33333333333333,Architect,23790.865000000005,2276.9958333333334,0.0,1.0,3.0,3.3333333333333335,9.999999999999998,12.0,9.94,4.0,Good,311.3399999999999,31.88857792,15.833333333333334,No,54.10453412999999,3,0,1,0,1,0,0,0,0,1,0
February,BadShire,New Street,40.0,Teacher,20062.490000000005,1908.874167,10.0,5.0,18.0,7.0,50.0,25.0,21.07,9.333333333333334,Bad,3212.49,27.285777236666668,11.666666666666666,Yes,208.01760989999997,1,1,1,0,1,0,0,0,1,1,0
February,Lonton,Elm Street,48.0,Scientist,126982.68,10543.89,0.0,4.666666666666667,3.333333333333334,0.0,10.0,3.666666666666668,7.26,1.0000000000000009,_,1351.84,32.95772756,25.0,No,436.9669637,3,0,0,0,0,0,0,0,0,0,1
February,BadShire,River Street,37.0,Musician,19567.0,1681.583333,8.0,10.0,28.0,4.333333333333333,25.0,23.0,8.77,6.0,Bad,2202.33,35.48172235,11.083333333333336,Yes,37.98396102000004,1,0,0,0,0,0,0,0,0,0,1
Unknown,Standhampton,New Street,28.666666666666668,Journalist,99657.51,8164.7925,7.0,3.0,8.0,4.0,11.0,19.0,17.889999999999997,1.0,Standard,113.12000000000012,24.13531757,26.416666666666668,Yes,3793.0774508666664,2,1,0,1,1,1,0,0,0,0,0
March,Lonton,Regent Street,48.0,Media_Manager,35730.44,2934.536667,5.0,6.0,3.0,4.0,10.333333333333334,16.0,2.3333333333333357,4.0,Good,1185.95,22.07790548,23.27777777777778,No,196.9522665,3,0,1,0,0,0,1,0,0,1,0
March,Standhampton,Quality Street,26.0,Teacher,11683.240000000005,4363.774305433334,5.0,4.0,10.0,3.0,20.0,6.0,13.996666666666666,8.0,_,1237.88,38.13332106,18.333333333333332,Yes,3394.253337296667,2,0,0,0,1,0,0,0,1,0,0
June,Standhampton,Fleet Street,26.333333333333336,Journalist,33185.600000000006,2629.466667,0.0,3.0,5.0,1.0,9.0,11.666666666666668,2.499999999999999,2.0,_,1174.8799999999999,23.35682149,33.083333333333336,No,148.59645985000003,2,0,0,0,1,0,0,0,0,0,0
July,Lonton,Oxford Street,23.0,Scientist,28686.149999999994,3597.6283333333336,3.0,6.0,2.0,0.0,7.000000000000002,6.666666666666668,3.213333333333333,4.0,Good,806.96,24.01242366,19.666666666666668,NM,131.52429473,3,0,0,0,0,0,0,0,0,0,1
March,Standhampton,Pine Street,41.33333333333333,Architect,34913.57999999999,3076.465,4.0,4.0,4.0,4.0,4.0,2.3333333333333357,5.76,2.0,Good,758.31,30.42087964,25.083333333333332,No,161.74182061333335,2,0,0,0,0,1,0,1,0,1,0
June,Standhampton,Fleet Street,43.33333333333333,Journalist,70421.78,5621.481667,3.666666666666667,5.666666666666667,14.0,2.0,13.0,10.0,8.07,7.0,Standard,191.72000000000003,31.48143659333333,15.61111111111111,Yes,348.0581211,2,0,0,0,1,0,0,0,1,0,0
February,BadShire,Main Street,28.0,Cleaner,20340.290000000008,1771.024167,5.0,7.0,33.0,3.0,39.0,14.0,14.83,8.666666666666666,Standard,1731.8066666666668,31.83888851,19.52777777777778,Yes,124.82749318000003,1,0,1,1,1,0,0,0,0,0,0
June,Lonton,New Street,23.0,Architect,88256.04666666666,8278.525,3.0,6.333333333333333,7.0,1.6666666666666665,0.0,3.0,16.88,7.0,Good,274.98,34.90718286,33.333333333333336,No,142.2883243,3,0,0,0,0,0,0,0,0,0,1
January,BadShire,North Street,30.333333333333332,Cleaner,67629.88333333335,6384.746667,9.0,10.0,15.0,5.0,59.0,19.333333333333336,16.74,9.333333333333334,_,2082.97,25.53899373,19.083333333333332,Yes,341.9845584,1,1,0,0,0,1,0,0,1,0,0
June,Standhampton,Unknown,24.0,Journalist,40198.95999999999,5478.566944333334,7.333333333333333,4.0,10.0,2.0,9.0,17.0,0.5800000000000001,1.0,Standard,456.7633333333333,31.30840281,26.72222222222222,No,221.38574340000002,2,1,0,0,0,0,0,0,1,0,0
January,Standhampton,Unknown,44.0,Architect,10244.800000000003,1131.7333329999997,8.0,5.0,25.0,8.0,52.666666666666664,20.666666666666668,16.29,12.0,_,4923.97,29.79182364,9.583333333333334,Yes,68.01483597999999,2,0,1,0,1,0,1,1,1,1,0
