Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Amount_invested_monthly,Credit_Score
34.0,33777.11,2918.759167,7.0,7.0,14.0,2.0,28.0,17.0,3.49,0.0,619.29,28.71000504,24.25,108.6847882,2
20.0,8538.405,992.53375,7.0,5.0,30.0,6.0,28.0,21.0,24.73,9.0,4171.09,28.95763327,1.5833333333333335,128.6163344,2
35.0,106030.05,8628.8375,7.0,3.0,14.0,3.0,12.0,14.0,13.51,6.0,136.53,38.16985507,10.166666666666666,84.83347922,2
27.0,102910.11,8707.8425,7.0,6.0,11.0,2.0,29.0,15.0,19.1,5.0,930.24,39.8994664,19.916666666666668,423.6572237,2
28.0,102910.11,8707.8425,7.0,6.0,11.0,2.0,28.0,18.0,19.1,8.0,930.24,42.21465233,20.25,145.9713844,2
34.0,40032.16,3465.013333,5.0,5.0,3.0,2.0,15.0,5.0,5.08,6.0,1058.13,29.2265744,21.666666666666668,282.0855347,3
23.0,9691.01,622.5841667,8.0,7.0,18.0,9.0,22.0,20.0,16.7,6.0,3416.97,37.64016248,2.9166666666666665,30.44562096,2
49.0,73400.58,5957.715,1.0,7.0,11.0,0.0,13.0,8.0,1.64,1.0,1025.71,25.91860728,20.833333333333332,240.0922922,2
49.0,73400.58,5957.715,1.0,7.0,11.0,0.0,13.0,7.0,-4.36,6.0,1025.71,38.26086746,20.916666666666668,162.2035663,2
38.0,40026.12,3193.51,6.0,10.0,22.0,7.0,43.0,22.0,1.64,6.0,1472.86,27.03668667,17.583333333333332,278.8142525,1
18.0,19098.69,1509.5575,8.0,10.0,22.0,9.0,45.0,18.0,26.84,10.0,4964.77,32.7464788,11.75,95.15670028,2
19.0,19098.69,1509.5575,8.0,10.0,22.0,9.0,45.0,18.0,26.84,10.0,4964.77,34.44081677,12.083333333333334,94.52642999,2
42.0,32854.74,2452.895,7.0,10.0,31.0,5.0,18.0,18.0,27.6,12.0,4192.94,27.51566142,5.25,294.5594522,2
41.0,39231.42,3202.285,6.0,9.0,23.0,3.0,34.0,8.0,8.33,8.0,1720.78,38.00177729,15.0,102.6442247,1
42.0,39231.42,3202.285,6.0,9.0,23.0,3.0,40.0,9.0,8.33,8.0,1720.78,34.01331019,15.083333333333334,34.40737487,1
52.0,43249.78,3538.148333,5.0,5.0,5.0,3.0,8.0,2.0,11.43,5.0,1475.99,23.7395666,32.0,414.9937871,1
52.0,43249.78,3538.148333,5.0,5.0,5.0,3.0,8.0,2.0,11.43,5.0,1475.99,29.13494234,32.166666666666664,456.9218508,1
35.0,85325.24,7395.436667,3.0,4.0,10.0,1.0,18.0,18.0,5.5,7.0,1264.92,40.09980045,22.416666666666668,577.2140021,3
39.0,93189.93,8037.8275,2.0,2.0,3.0,3.0,11.0,12.0,10.65,3.0,114.44,33.30822196,32.666666666666664,281.4192107,3
28.0,40972.04,3623.336667,8.0,6.0,26.0,5.0,19.0,10.0,16.88,12.0,1803.13,32.66495607,7.916666666666667,473.5664457,1
29.0,40972.04,3623.336667,8.0,6.0,26.0,5.0,20.0,9.0,16.88,12.0,1803.13,36.77044675,8.0,170.407076,1
29.0,40972.04,3623.336667,8.0,6.0,26.0,5.0,24.0,10.0,16.88,12.0,1803.13,37.76978459,8.333333333333334,204.9364662,1
28.0,14383.03,1109.585833,8.0,10.0,29.0,5.0,50.0,25.0,8.03,7.0,2350.45,26.2439092,11.666666666666666,93.96873916,1
37.0,13315.2,1307.6,8.0,5.0,16.0,0.0,10.0,12.0,14.84,2.0,1233.74,38.29979198,17.666666666666668,23.81356274,2
50.0,21751.53,2002.6275,6.0,3.0,7.0,4.0,7.0,3191.0,4.02,3.0,1211.85,36.65467802,16.583333333333332,50.56064494,2
26.0,9852.775,1102.064583,7.0,8.0,25.0,9.0,28.0,22.0,5.59,7.0,4887.73,27.42230514,11.5,87.19398585,1
31.0,42122.43,3451.2025,7.0,10.0,15.0,4.0,50.0,20.0,19.3,7.0,2589.31,28.29593865,13.833333333333334,85.94482341,1
36.0,59658.09,5250.5075,8.0,6.0,8.0,5.0,19.0,11.0,10.6,6.0,2034.67,39.51674573,8.166666666666666,313.3029776,2
36.0,59658.09,5250.5075,8.0,6.0,8.0,5.0,19.0,11.0,10.6,6.0,2034.67,33.63099576,8.666666666666666,139.0060877,2
39.0,34625.24,3006.436667,3.0,6.0,10.0,5.0,18.0,16.0,19.87,7.0,2386.46,25.65463825,17.833333333333332,144.2467611,1
39.0,34625.24,3006.436667,3.0,6.0,10.0,5.0,18.0,13.0,24.87,7.0,2386.46,31.69330257,17.916666666666668,99.36081271,1
26.0,32835.91,2499.325833,1.0,3.0,1.0,0.0,14.0,4.0,11.27,3.0,671.88,38.46228034,19.5,62.36695125,2
29.0,19159.565,1385.630417,1.0,6.0,11.0,2.0,7.0,10.0,1.8,1.0,677.58,37.36466129,26.416666666666668,170.9589101,2
30.0,19159.565,1385.630417,1.0,6.0,11.0,2.0,6.0,10.0,-0.2,3.0,677.58,28.23492495,26.666666666666668,21.14339443,2
25.0,18309.54,1301.795,3.0,5.0,22.0,2.0,7.0,11.0,18.15,12.0,1909.03,38.8500639,19.666666666666668,42.64787533,1
26.0,18309.54,1301.795,3.0,5.0,22.0,2.0,1.0,10.0,18.15,16.0,1909.03,24.98801102,20.083333333333332,35.51728886,1
43.0,80754.16,6692.513333,5.0,9.0,20.0,7.0,11.0,11.0,8.19,11.0,2587.15,27.94515012,15.0,240.9571662,1
43.0,80754.16,6692.513333,5.0,9.0,20.0,7.0,15.0,9.0,8.19,11.0,2587.15,33.99750152,15.083333333333334,106.6584679,1
43.0,80754.16,6692.513333,5.0,9.0,20.0,7.0,15.0,9.0,8.19,11.0,2587.15,25.78332148,15.416666666666666,136.9931022,2
39.0,14497.4,1040.116667,6.0,10.0,25.0,6.0,58.0,25.0,19.54,12.0,4977.18,30.04226438,4.5,76.81799592,2
39.0,14497.4,1040.116667,6.0,10.0,25.0,6.0,57.0,27.0,19.54,12.0,4977.18,39.82518287,4.833333333333333,35.75318298,3
28.0,66823.12,5368.593333,6.0,8.0,19.0,6.0,44.0,17.0,5.87,11.0,1522.95,37.0326656,19.333333333333332,722.2062617,1
32.0,18514.92,1660.91,9.0,5.0,18.0,6.0,29.0,15.0,15.3,11.0,2866.5,24.08624,10.416666666666666,50.13630151,2
32.0,18514.92,1660.91,9.0,5.0,18.0,6.0,29.0,13.0,15.3,16.0,2866.5,39.45018203,10.666666666666666,160.5170657,1
38.0,87246.15,7564.5125,4.0,3.0,10.0,2.0,26.0,18.0,6.63,5.0,494.16,34.4714912,21.0,181.5398289,2
17.0,10181.5,689.4583333,4.0,4.0,18.0,0.0,18.0,8.0,8.9,7.0,458.36,35.974344,30.0,89.48212654,2
18.0,10181.5,689.4583333,4.0,4.0,18.0,0.0,18.0,8.0,8.9,7.0,458.36,37.52050801,30.416666666666668,40.89255161,2
24.0,18963.65,1794.304167,4.0,8.0,29.0,6.0,26.0,12.0,13.04,9.0,2422.18,39.0447176,6.916666666666667,72.71915845,2
28.0,22640654.0,1440.986667,7.0,10.0,23.0,5.0,33.0,23.0,29.71,10.0,2623.2,33.76027481,6.25,90.60280768,2
43.0,84907.68,6642.952277,3.0,5.0,8.0,3.0,12.0,9.0,-1.2,4.0,16.18,40.38123507,26.166666666666668,126.5150934,3
36.0,19744.64,1451.386667,3.0,6.0,34.0,3.0,21.0,11.0,11.1,5.0,1262.89,35.16916502,17.833333333333332,186.6141811,1
36.0,19744.64,1451.386667,3.0,6.0,34.0,3.0,21.0,11.0,11.1,5.0,1262.89,37.0399031,17.916666666666668,186.1810137,1
37.0,19744.64,1451.386667,3.0,6.0,34.0,3.0,21.0,10.0,11.1,6.0,1262.89,32.7322838,18.333333333333332,38.86611121,1
45.0,65558.36,5715.196667,9.0,8.0,18.0,9.0,48.0,28.0,6.4,10.0,2239.44,36.24349808,8.5,276.0053333,1
20.0,14384.4,1218.7,3.0,7.0,19.0,6.0,15.0,17.0,11.11,5.0,1465.3,40.52274948,6.75,124.3303758,2
20.0,14384.4,1218.7,3.0,7.0,19.0,6.0,20.0,17.0,11.11,5.0,1465.3,35.84786534,7.25,10.79480579,2
26.0,107437.53,8665.1275,4.0,4.0,9.0,1.0,17.0,4.0,9.37,4.0,50.07,35.94660766,15.75,90.82720899,1
45.0,7630.57,910.8808333,5.0,5.0,20.0,6.0,53.0,16.0,19.96,13.0,3215.43,34.13093324,2.25,33.66671958,1
46.0,7630.57,910.8808333,5.0,5.0,20.0,6.0,53.0,16.0,19.96,13.0,3215.43,27.85867234,2.6666666666666665,78.2001904,1
41.0,16734.13,1429.510833,0.0,6.0,6.0,1.0,4.0,7.0,5.71,0.0,1418.31,37.71791047,28.25,25.43481552,2
16.0,58307.97,4808.9975,7.0,10.0,21.0,5.0,35.0,17.0,21.3,10.0,4501.87,36.15673206,5.0,416.4774809,1
31.0,130782.4,10773.53333,6.0,7.0,10.0,4.0,15.0,16.0,11.95,0.0,492.86,21.58256264,17.416666666666668,919.8386351,2
47.0,48698.78,3865.231667,8.0,3.0,11.0,4.0,23.0,20.0,10.06,3.0,850.37,37.39040674,19.666666666666668,32.99409876,2
47.0,48698.78,3865.231667,8.0,3.0,11.0,4.0,23.0,18.0,10.06,8.0,850.37,34.06162363,20.0,10000.0,2
47.0,48698.78,3865.231667,8.0,3.0,11.0,4.0,23.0,20.0,10.06,8.0,850.37,28.31077879,20.083333333333332,10000.0,2
38.0,81199.04,6683.586667,6.0,7.0,28.0,7.0,15.0,9.0,10.3,7.0,2436.17,32.42657555,19.083333333333332,255.6010017,1
38.0,81199.04,6683.586667,6.0,7.0,28.0,7.0,17.0,9.0,10.3,7.0,2436.17,39.83200108,19.166666666666668,184.5254245,1
20.0,141688.28,11574.35667,5.0,6.0,2.0,2.0,23.0,9.0,4.19,5.0,1192.4,35.30664072,29.833333333333332,292.5613806,3
40.0,19125.48,1573.79,10.0,7.0,31.0,6.0,31.0,12.0,12.75,12.0,1386.79,29.84200669,5.75,54.75454721,1
40.0,19125.48,1573.79,10.0,7.0,31.0,6.0,31.0,12.0,12.75,13.0,1386.79,27.18457521,5.916666666666667,159.5324506,1
40.0,19125.48,1573.79,10.0,7.0,31.0,6.0,31.0,12.0,12.75,13.0,1386.79,34.71346743,6.083333333333333,142.1372496,1
35.0,17501.4,1351.45,9.0,6.0,29.0,2.0,60.0,20.0,14.22,7.0,1389.53,37.7826797,5.333333333333333,112.8762108,1
45.0,44915.91,3138.630939,3.0,6.0,20.0,3.0,13.0,10.0,17.53,7.0,1754.88,31.15349413,15.0,10000.0,1
31.0,32599.32,2445.61,3.0,6.0,7.0,1.0,10.0,6.0,9.61,1.0,1331.03,29.25887298,31.666666666666668,64.77709843,3
15.0,14581.315,1073.109583,8.0,4.0,10.0,6.0,9.0,17.0,7.67,8.0,471.0,29.75853481,10.916666666666666,126.8531776,2
38.0,7183.53,574.6275,2.0,2.0,15.0,6.0,15.0,15.0,8.23,10.0,2117.29,29.40359646,18.333333333333332,22.34079571,1
53.0,21568.28,1606.356667,3.0,6.0,9.0,0.0,27.0,17.0,2.26,2.0,1039.53,36.0265604,19.333333333333332,162.3832799,3
43.0,485755.0,8238.57,2.0,5.0,3.0,4.0,2.0,5.0,17.32,1.0,128.48,39.00252823,28.5,299.8430989,2
43.0,16595.94,1175.995,7.0,5.0,27.0,4.0,34.0,2317.0,18.35,6.0,1747.16,26.17882232,6.916666666666667,10000.0,1
25.0,51711.96,4094.33,7.0,7.0,21.0,8.0,63.0,21.0,8.95,12.0,2665.79,23.94711981,10.75,62.42445218,1
25.0,51711.96,4094.33,7.0,7.0,21.0,8.0,58.0,21.0,9.95,17.0,2665.79,34.716038,11.0,27.66765249,1
28.0,118763.0,9962.916667,0.0,7.0,8.0,4.0,5.0,8.0,0.78,3.0,335.45,29.19861937,28.916666666666668,201.5777466,3
28.0,118763.0,9962.916667,0.0,7.0,8.0,4.0,2.0,5.0,-1.22,3.0,335.45,27.7442793,29.083333333333332,585.9022112,3
38.0,143823.12,11901.26,7.0,4.0,10.0,4.0,14.0,11.0,14.6,7.0,1436.53,39.49249398,31.833333333333332,743.3793492,2
23.0,20172.2,1668.016667,8.0,7.0,7.0,3.0,23.0,16.0,6.03,0.0,778.09,35.84321732,23.916666666666668,33.82223849,2
42.0,38873.66,3239.471667,10.0,5.0,16.0,7.0,39.0,18.0,16.54,7.0,3373.85,21.78735956,12.0,431.5634192,1
22.0,50391.24,4466.27,6.0,10.0,27.0,8.0,24.0,27.0,2.97,7.0,1711.24,37.30807424,13.416666666666666,10000.0,1
22.0,50391.24,4466.27,6.0,10.0,27.0,8.0,24.0,25.0,2.97,7.0,1711.24,33.09392646,13.5,41.50071056,1
25.0,42918.75,3295.5625,0.0,5.0,2.0,2.0,15.0,3.0,2.75,0.0,370.57,23.52433808,23.166666666666668,144.546916,3
30.0,59018.58,4694.215,6.0,5.0,22.0,8.0,52.0,21.0,24.98,7.0,2700.12,23.92055163,5.75,459.8557346,2
30.0,59018.58,4383.318042,6.0,5.0,22.0,8.0,55.0,21.0,24.98,8.0,2700.12,32.79908759,6.25,184.3947972,2
25.0,66376.28,5723.356667,3.0,5.0,15.0,3.0,26.0,11.0,7.14,3.0,1482.3,38.21749674,33.083333333333336,658.6177739,3
26.0,66376.28,5723.356667,3.0,5.0,15.0,3.0,29.0,12.0,7.14,3.0,1482.3,22.91165101,33.166666666666664,622.2041235,3
22.0,13100.02,1246.668333,7.0,5.0,6.0,5.0,11.0,20.0,10.64,8.0,727.29,37.57022653,10.833333333333334,41.78016205,2
33.0,56978.79,4742.2325,10.0,6.0,30.0,6.0,31.0,17.0,10.62,8.0,1319.37,33.35642705,7.083333333333333,369.1763991,1
33.0,56978.79,4742.2325,10.0,6.0,30.0,6.0,26.0,20.0,10.62,8.0,1319.37,24.99731566,7.333333333333333,232.2665368,1
21.0,132174.64,10999.55333,3.0,5.0,6.0,1.0,14.0,0.0,9.77,2.0,898.45,40.47746746,32.833333333333336,1050.369106,3
18.0,72245.76,6123.48,9.0,10.0,19.0,5.0,54.0,24.0,1.79,9.0,4329.12,36.11745124,2.3333333333333335,111.4025552,1
19.0,72245.76,5549.529946,9.0,10.0,19.0,5.0,54.0,27.0,1.79,9.0,4329.12,37.41941745,2.75,217.7050106,2
40.0,159032.52,13382.71,0.0,1.0,10.0,3.0,12.0,11.0,2.21,2.0,1292.52,40.46466519,32.5,471.0561594,2
35.0,29327.1,2457.925,6.0,6.0,18.0,5.0,8.0,21.0,11.18,9.0,1448.17,31.54116287,18.333333333333332,80.76048024,1
35.0,29327.1,2457.925,6.0,6.0,18.0,5.0,11.0,20.0,11.18,9.0,1448.17,30.33304591,18.416666666666668,134.0742232,1
35.0,29327.1,2457.925,6.0,6.0,18.0,5.0,11.0,18.0,4.18,14.0,1448.17,32.46800343,18.916666666666668,188.5764876,1
18.0,176295.0,14960.25,5.0,2.0,9.0,2.0,9.0,12.0,1.32,1.0,44.91,46.74514085,17.666666666666668,196.5567919,3
38.0,18692.02,1622.668333,2.0,4.0,1.0,1.0,4.0,0.0,2.43,4.0,1246.97,39.55853919,16.25,108.8541992,3
44.0,16167.61,1548.300833,7.0,8.0,31.0,9.0,42.0,17.0,25.94,6.0,3106.79,28.53025921,5.833333333333333,170.0256931,2
44.0,16167.61,1548.300833,7.0,8.0,31.0,9.0,42.0,20.0,25.94,6.0,3106.79,32.36189473,6.083333333333333,115.2121099,2
30.0,17905.56,1450.13,6.0,5.0,28.0,6.0,46.0,8.0,16.52,6.0,1941.98,28.32754183,7.583333333333333,77.47565221,1
42.0,8835.54,706.295,4.0,6.0,29.0,7.0,6.0,16.0,19.33,6.0,1961.73,26.44195523,6.083333333333333,10000.0,1
42.0,8835.54,706.295,4.0,6.0,29.0,7.0,4.0,14.0,19.33,6.0,1961.73,34.73935349,6.25,23.94732247,2
40.0,58416.36,4877.03,6.0,6.0,29.0,5.0,54.0,25.0,8.2,11.0,1300.14,30.933994,11.5,96.67179561,1
40.0,58416.36,4877.03,6.0,6.0,29.0,5.0,47.0,25.0,1.2,11.0,1300.14,25.22052075,11.75,166.6914237,2
29.0,31920.78,2690.065,1.0,3.0,10.0,1.0,0.0,5.0,0.97,0.0,280.11,31.02303124,17.416666666666668,162.357694,2
30.0,31920.78,2690.065,1.0,3.0,10.0,1.0,0.0,5.0,0.97,0.0,280.11,32.49059724,17.583333333333332,158.1701581,1
29.0,32438.59,2811.215833,3.0,4.0,2.0,2.0,15.0,17.0,10.62,4.0,64.65,29.78274777,16.416666666666668,195.0862665,3
31.0,7230.615,821.55125,9.0,6.0,19.0,8.0,17.0,20.0,9.04,11.0,4492.18,30.1889758,13.916666666666666,78.15301676,1
31.0,7230.615,821.55125,9.0,6.0,19.0,8.0,19.0,22.0,10.04,15.0,4492.18,25.3353016,14.166666666666666,16.43441333,2
54.0,33103.85,2512.654167,3.0,3.0,14.0,3.0,29.0,17.0,10.39,3.0,521.92,27.67268842,25.25,164.409001,2
26.0,31113.36,2780.78,3.0,5.0,7.0,3.0,29.0,13.0,10.46,7.0,1151.7,28.24887048,13.333333333333334,243.632226,2
16.0,8963.99,783.9991667,7.0,10.0,27.0,9.0,59.0,17.0,25.25,9.0,3952.83,25.478059,11.25,42.06734185,1
44.0,34980.94,2653.078333,1.0,5.0,7.0,3.0,8.0,11.0,7.66,3.0,715.01,29.44011578,17.166666666666668,44.9250996,3
31.0,95187.6,7912.3,4.0,7.0,15.0,0.0,5.0,15.0,3.29,2.0,1249.88,37.85198802,30.75,54.25392734,3
29.0,129800.32,11104.69333,8.0,6.0,20.0,1.0,9.0,8.0,11.0,0.0,358.85,44.69630957,23.833333333333332,215.001124,2
29.0,129800.32,11104.69333,8.0,6.0,20.0,1.0,9.0,8.0,11.0,1.0,358.85,41.10959504,24.166666666666668,72.12388244,2
52.0,44835.39,3538.2825,3.0,4.0,4.0,4.0,30.0,12.0,5.53,4.0,953.75,28.34482462,15.5,332.9686346,1
18.0,44806.6,4031.883333,0.0,3.0,7.0,4.0,19.0,6.0,11.87,0.0,176.26,37.08725089,21.666666666666668,160.3583794,1
18.0,39503.02,3525.918333,3.0,4.0,7.0,4.0,6.0,17.0,10.3,8.0,1092.71,26.86180377,27.833333333333332,43.07860673,2
52.0,38041.56,2972.13,5.0,1.0,10.0,3.0,6.0,4.0,10.97,2.0,682.46,28.43185077,32.333333333333336,388.087461,3
37.0,14025.885,876.82375,4.0,5.0,6.0,4.0,28.0,15.0,3.47,4.0,447.92,37.04049028,32.25,48.7406931,2
38.0,14025.885,876.82375,4.0,5.0,6.0,4.0,28.0,13.0,3.47,9.0,447.92,40.76566715,32.583333333333336,46.71888629,2
36.0,40327.81,3450.650833,1.0,3.0,7.0,3.0,14.0,10.0,1.76,0.0,424.5,23.42447318,23.833333333333332,112.0995842,2
47.0,59775.24,5259.27,4.0,6.0,16.0,0.0,30.0,15.0,2.69,4.0,787.76,33.07916385,20.25,277.3335566,2
47.0,59775.24,5259.27,4.0,6.0,16.0,0.0,30.0,15.0,2.69,9.0,787.76,38.66367295,20.5,200.254931,2
42.0,27265.17,2411.0975,3.0,6.0,19.0,0.0,28.0,10.0,1.08,2.0,474.37,32.57939274,32.166666666666664,180.4435456,2
45.0,56705.7,4955.475,3.0,6.0,5.0,2.0,2.0,6.0,11.4,4.0,207.43,35.15856834,17.25,235.6385075,2
19.0,10172.08,997.6733333,7.0,8.0,19.0,6.0,44.0,16.0,2.12,8.0,3539.39,24.13502392,13.916666666666666,53.12502275,1
19.0,10172.08,997.6733333,7.0,8.0,19.0,6.0,53.0,14.0,7.12,8.0,3539.39,32.90471645,14.0,125.1832013,1
19.0,10172.08,997.6733333,7.0,8.0,19.0,6.0,48.0,18.0,1.12,8.0,3539.39,38.55993398,14.166666666666666,83.60098145,1
44.0,8083.345,738.6120833,4.0,8.0,32.0,4.0,6.0,14.0,14.15,8.0,1827.5,29.54158809,18.75,10000.0,1
19.0,17923.05,1663.5875,10.0,8.0,19.0,7.0,27.0,20.0,7.54,8.0,3549.71,24.12188878,14.083333333333334,213.6172422,1
19.0,17923.05,1663.5875,10.0,8.0,19.0,7.0,27.0,18.0,6.54,8.0,3549.71,39.05613355,14.333333333333334,10000.0,2
47.0,105816.45,8977.0375,4.0,3.0,11.0,1.0,23.0,12.0,11.37,4.0,1342.14,37.0293991,20.166666666666668,425.129142,2
26.0,59112.81,4802.0675,5.0,7.0,8.0,3.0,15.0,8.0,10.12,4.0,1421.95,36.64278365,22.083333333333332,84.66052642,2
31.0,35300.5,2972.708333,3.0,5.0,14.0,4.0,14.0,10.0,12.08,5.0,404.81,25.26744246,13.833333333333334,168.8880981,2
31.0,35300.5,2972.708333,3.0,5.0,14.0,4.0,14.0,13.0,12.08,6.0,404.81,31.91054777,14.0,292.609728,2
44.0,82920.2,7201.016667,4.0,7.0,7.0,3.0,6.0,10.0,-1.96,3.0,1197.23,31.00378072,27.25,149.4759313,2
51.0,102737.64,8497.47,7.0,6.0,16.0,4.0,28.0,10.0,10.46,8.0,484.79,30.10292931,29.666666666666668,622.8796462,2
20.0,52104.0,4509.0,9.0,6.0,27.0,9.0,59.0,25.0,18.75,9.0,4598.96,28.0236125,5.75,104.1359475,2
14.0,14428.91,1029.409167,6.0,8.0,28.0,5.0,53.0,24.0,1.5,12.0,1726.92,39.47191084,16.75,23.51342067,2
14.0,14428.91,1029.409167,6.0,8.0,28.0,5.0,53.0,24.0,1.5,12.0,1726.92,25.96857557,17.0,133.8867422,1
15.0,14428.91,1029.409167,6.0,8.0,28.0,5.0,54.0,25.0,8.5,12.0,1726.92,32.07828767,17.333333333333332,45.76305678,1
31.0,16892.1,1662.675,3.0,2.0,5.0,2.0,10.0,7.0,9.17,2.0,1063.31,24.0631783,28.416666666666668,223.8496842,3
55.0,30834.28,2471.523333,3.0,4.0,1.0,2.0,11.0,2.0,2.65,1.0,1112.03,35.69237241,25.083333333333332,71.28687046,1
41.0,68291.7,5414.975,8.0,5.0,5.0,2.0,18.0,13.0,2.69,1.0,1210.72,34.5684039,32.0,168.3397497,2
41.0,68291.70000000001,5414.975,8.0,5.0,5.0,2.0,16.0,12.0,2.69,1.0,1210.72,41.68946023,32.083333333333336,115.1277559,2
53.0,26766.06,2356.505,7.0,5.0,9.0,3.0,15.0,11.0,14.6,2.0,530.27,39.57902631,22.0,199.0334926,2
41.0,18823.32,1423.61,8.0,5.0,16.0,8.0,29.0,24.0,-0.13,10.0,2643.36,38.37275749,5.916666666666667,139.8729534,1
41.0,18823.32,1423.61,8.0,5.0,16.0,8.0,32.0,21.0,4.87,10.0,2643.36,34.59992317,6.416666666666667,96.40031194,1
49.0,28101.46,2389.788333,5.0,7.0,8.0,3.0,29.0,8.0,1.85,3.0,454.67,24.07743694,26.25,106.2903958,2
33.0,26886.51,2517.5425,5.0,3.0,9.0,6.0,16.0,10.0,13.88,6.0,1129.83,41.27308107,16.75,98.74528996,2
20.0,18642.75,1706.5625,9.0,6.0,23.0,9.0,19.0,19.0,29.69,11.0,3856.66,29.70081083,4.916666666666667,101.2999141,2
20.0,18642.75,1706.5625,9.0,6.0,23.0,9.0,19.0,15.0,29.69,11.0,3856.66,29.09180046,5.166666666666667,64.64503267,2
15.0,16437.83,1413.819167,9.0,7.0,30.0,6.0,29.0,25.0,18.25,11.0,4632.72,37.47044581,13.083333333333334,129.1820462,1
16.0,16437.83,1399.852731,9.0,7.0,30.0,6.0,29.0,22.0,18.25,11.0,4632.72,38.91398328,13.666666666666666,134.8249225,1
31.0,8535.405,611.28375,7.0,5.0,34.0,2.0,41.0,17.0,16.18,10.0,1525.95,35.11269732,19.583333333333332,40.98325716,1
37.0,59665.2,4870.1,6.0,6.0,15.0,4.0,43.0,22.0,9.49,10.0,2288.25,37.54497363,9.0,213.3714132,1
17.0,65806.24,5626.853333,4.0,7.0,20.0,7.0,10.0,18.0,12.26,11.0,2301.51,36.66898065,11.5,269.4759732,2
31.0,59730.57,5167.5475,4.0,3.0,5.0,3.0,29.0,15.0,1.13,0.0,335.22,24.15419436,17.666666666666668,171.2764137,2
31.0,59730.57,5167.5475,4.0,3.0,5.0,3.0,33.0,10.0,1.13,0.0,335.22,24.45936944,17.833333333333332,639.4263242,2
31.0,59730.57,5167.5475,4.0,3.0,5.0,3.0,32.0,13.0,1.13,0.0,335.22,37.93236986,18.0,373.5565809,2
46.0,25759.24,2007.603333,4.0,5.0,6.0,1.0,22.0,15.0,3.69,5.0,766.58,32.28510227,33.166666666666664,40.0538773,2
42.0,15766.76,1288.896667,8.0,6.0,25.0,8.0,36.0,16.0,29.49,8.0,3479.89,30.20310606,11.083333333333334,42.23836638,1
42.0,15766.76,1288.896667,8.0,6.0,25.0,8.0,36.0,16.0,30.49,8.0,3479.89,37.18017596,11.5,171.0125407,2
38.0,19592.58,1405.715,5.0,7.0,21.0,4.0,16.0,17.0,8.82,7.0,2391.39,25.27622641,12.666666666666666,124.7763979,1
27.0,35842.83,3172.9025,3.0,4.0,1.0,0.0,13.0,9.0,16.6,3.0,1132.38,34.88146088,18.166666666666668,120.4968855,2
28.0,63455.1,5327.925,4.0,6.0,16.0,4.0,25.0,15.0,9.3,0.0,419.67,24.20667702,17.416666666666668,274.3571505,2
28.0,63455.1,5327.925,4.0,6.0,16.0,4.0,25.0,15.0,9.3,0.0,419.67,32.75743059,17.5,459.4647934,2
28.0,63455.1,5327.925,4.0,6.0,16.0,4.0,25.0,15.0,9.3,0.0,419.67,26.00987841,17.75,82.79702254,2
20.0,71892.94,6007.078333,5.0,29.0,18.0,3.0,26.0,8.0,9.85,7.0,1025.88,23.63518863,15.416666666666666,178.7002674,2
31.0,30000.82,2213.068333,8.0,7.0,32.0,5.0,10.0,10.0,17.4,12.0,1395.17,35.81230023,5.666666666666667,57.42158276,1
31.0,30000.82,2213.068333,8.0,7.0,32.0,5.0,10.0,12.0,10.4,15.0,1395.17,32.51903225,6.0,177.7301812,1
39.0,136812.04,11572.00333,2.0,6.0,12.0,2.0,15.0,1.0,16.91,1.0,793.87,39.62893514,28.166666666666668,505.632114,3
18.0,127464.8,10572.06667,7.0,4.0,14.0,1.0,26.0,17.0,10.98,0.0,917.37,36.59069003,18.583333333333332,372.8253765,2
21.0,71507.36,6072.946667,8.0,6.0,20.0,1.0,23.0,15.0,18.05,4.0,1223.0,36.13659698,15.583333333333334,56.07775876,2
21.0,71507.36,6072.946667,8.0,6.0,20.0,1.0,23.0,16.0,18.05,8.0,1223.0,28.1034698,16.083333333333332,10000.0,2
34.0,71565.54,6161.795,8.0,5.0,10.0,3.0,13.0,17.0,10.64,3.0,655.05,41.13962363,21.833333333333332,145.5519622,3
34.0,71565.54,6161.795,8.0,5.0,10.0,3.0,17.0,17.0,10.64,4.0,655.05,35.66084707,21.916666666666668,236.8116528,3
43.0,33343.64,3042.636667,7.0,10.0,23.0,6.0,44.0,24.0,0.56,12.0,4997.1,22.77124047,0.25,390.1532382,1
43.0,33343.64,3042.636667,7.0,10.0,23.0,6.0,40.0,27.0,0.56,13.0,4997.1,33.82355792,0.6666666666666666,213.5656287,2
43.0,33343.64,3042.636667,7.0,10.0,23.0,6.0,44.0,24.0,0.56,13.0,4997.1,31.88809386,0.75,232.5918234,1
42.0,40612.16,3599.346667,3.0,4.0,9.0,0.0,6.0,11.0,5.84,4.0,314.79,31.1442369,25.75,126.9192948,2
42.0,40612.16,3599.346667,3.0,4.0,9.0,0.0,6.0,13.0,5.84,4.0,314.79,30.65889913,25.833333333333332,10000.0,2
